date,hour,forecast_load_mw
2024-01-01,0,27032
2024-01-01,1,26262
2024-01-01,2,25874
2024-01-01,3,25731
2024-01-01,4,25827
2024-01-01,5,26384
2024-01-01,6,27248
2024-01-01,7,28041
2024-01-01,8,28474
2024-01-01,9,28672
2024-01-01,10,28614
2024-01-01,11,28664
2024-01-01,12,28720
2024-01-01,13,28760
2024-01-01,14,29048
2024-01-01,15,29776
2024-01-01,16,31498
2024-01-01,17,33204
2024-01-01,18,33212
2024-01-01,19,32943
2024-01-01,20,32674
2024-01-01,21,31846
2024-01-01,22,30435
2024-01-01,23,28914
2024-01-02,0,28288
2024-01-02,1,27812
2024-01-02,2,27617
2024-01-02,3,27777
2024-01-02,4,28373
2024-01-02,5,30225
2024-01-02,6,32783
2024-01-02,7,34597
2024-01-02,8,34428
2024-01-02,9,33258
2024-01-02,10,32232
2024-01-02,11,31426
2024-01-02,12,30967
2024-01-02,13,30724
2024-01-02,14,30902
2024-01-02,15,31659
2024-01-02,16,33412
2024-01-02,17,35866
2024-01-02,18,36254
2024-01-02,19,36008
2024-01-02,20,35511
2024-01-02,21,34520
2024-01-02,22,32750
2024-01-02,23,31090
2024-01-03,0,29236
2024-01-03,1,28692
2024-01-03,2,28420
2024-01-03,3,28556
2024-01-03,4,29451
2024-01-03,5,31125
2024-01-03,6,34006
2024-01-03,7,35578
2024-01-03,8,35169
2024-01-03,9,33801
2024-01-03,10,32645
2024-01-03,11,31813
2024-01-03,12,31390
2024-01-03,13,31266
2024-01-03,14,31410
2024-01-03,15,32121
2024-01-03,16,33550
2024-01-03,17,35815
2024-01-03,18,36132
2024-01-03,19,35776
2024-01-03,20,35116
2024-01-03,21,33973
2024-01-03,22,32084
2024-01-03,23,30371
2024-01-04,0,29457
2024-01-04,1,28685
2024-01-04,2,28352
2024-01-04,3,28465
2024-01-04,4,29152
2024-01-04,5,31165
2024-01-04,6,33920
2024-01-04,7,35684
2024-01-04,8,35332
2024-01-04,9,34304
2024-01-04,10,33436
2024-01-04,11,32805
2024-01-04,12,32373
2024-01-04,13,32226
2024-01-04,14,32415
2024-01-04,15,33314
2024-01-04,16,34979
2024-01-04,17,37246
2024-01-04,18,37665
2024-01-04,19,37516
2024-01-04,20,37189
2024-01-04,21,36277
2024-01-04,22,34586
2024-01-04,23,32890
2024-01-05,0,31549
2024-01-05,1,30897
2024-01-05,2,30795
2024-01-05,3,30970
2024-01-05,4,31716
2024-01-05,5,33474
2024-01-05,6,36063
2024-01-05,7,37602
2024-01-05,8,37207
2024-01-05,9,35871
2024-01-05,10,34511
2024-01-05,11,33554
2024-01-05,12,32886
2024-01-05,13,32625
2024-01-05,14,32812
2024-01-05,15,33578
2024-01-05,16,35322
2024-01-05,17,37190
2024-01-05,18,37328
2024-01-05,19,36967
2024-01-05,20,36493
2024-01-05,21,35714
2024-01-05,22,34337
2024-01-05,23,32873
2024-01-06,0,31394
2024-01-06,1,30498
2024-01-06,2,30027
2024-01-06,3,29866
2024-01-06,4,30104
2024-01-06,5,30839
2024-01-06,6,31852
2024-01-06,7,32988
2024-01-06,8,33917
2024-01-06,9,34348
2024-01-06,10,34408
2024-01-06,11,34301
2024-01-06,12,34170
2024-01-06,13,34028
2024-01-06,14,33970
2024-01-06,15,34199
2024-01-06,16,35238
2024-01-06,17,36357
2024-01-06,18,36081
2024-01-06,19,35428
2024-01-06,20,34590
2024-01-06,21,33556
2024-01-06,22,32110
2024-01-06,23,30397
2024-01-07,0,28764
2024-01-07,1,27892
2024-01-07,2,27371
2024-01-07,3,27142
2024-01-07,4,27292
2024-01-07,5,27876
2024-01-07,6,28845
2024-01-07,7,29811
2024-01-07,8,30601
2024-01-07,9,31007
2024-01-07,10,30970
2024-01-07,11,30875
2024-01-07,12,30699
2024-01-07,13,30468
2024-01-07,14,30527
2024-01-07,15,31281
2024-01-07,16,33177
2024-01-07,17,35011
2024-01-07,18,35347
2024-01-07,19,35163
2024-01-07,20,34635
2024-01-07,21,33559
2024-01-07,22,32097
2024-01-07,23,30634
2024-01-08,0,28375
2024-01-08,1,27792
2024-01-08,2,27585
2024-01-08,3,27722
2024-01-08,4,28549
2024-01-08,5,30472
2024-01-08,6,33259
2024-01-08,7,35078
2024-01-08,8,34729
2024-01-08,9,33715
2024-01-08,10,32603
2024-01-08,11,32002
2024-01-08,12,31708
2024-01-08,13,31628
2024-01-08,14,31809
2024-01-08,15,32572
2024-01-08,16,33986
2024-01-08,17,36454
2024-01-08,18,36743
2024-01-08,19,36497
2024-01-08,20,35832
2024-01-08,21,34654
2024-01-08,22,32923
2024-01-08,23,31280
2024-01-09,0,29822
2024-01-09,1,29060
2024-01-09,2,28543
2024-01-09,3,28568
2024-01-09,4,29335
2024-01-09,5,31014
2024-01-09,6,33467
2024-01-09,7,35265
2024-01-09,8,35518
2024-01-09,9,35377
2024-01-09,10,35293
2024-01-09,11,35175
2024-01-09,12,34953
2024-01-09,13,34763
2024-01-09,14,34528
2024-01-09,15,34544
2024-01-09,16,35120
2024-01-09,17,35651
2024-01-09,18,34821
2024-01-09,19,33928
2024-01-09,20,32686
2024-01-09,21,31107
2024-01-09,22,28921
2024-01-09,23,26800
2024-01-10,0,25335
2024-01-10,1,24615
2024-01-10,2,24261
2024-01-10,3,24293
2024-01-10,4,24931
2024-01-10,5,26769
2024-01-10,6,29598
2024-01-10,7,31720
2024-01-10,8,31961
2024-01-10,9,31474
2024-01-10,10,31051
2024-01-10,11,30836
2024-01-10,12,30710
2024-01-10,13,30792
2024-01-10,14,30968
2024-01-10,15,31578
2024-01-10,16,32830
2024-01-10,17,34656
2024-01-10,18,34879
2024-01-10,19,34455
2024-01-10,20,33665
2024-01-10,21,32376
2024-01-10,22,30738
2024-01-10,23,29075
2024-01-11,0,27276
2024-01-11,1,26679
2024-01-11,2,26450
2024-01-11,3,26638
2024-01-11,4,27532
2024-01-11,5,29394
2024-01-11,6,32331
2024-01-11,7,34065
2024-01-11,8,33626
2024-01-11,9,32584
2024-01-11,10,31551
2024-01-11,11,30761
2024-01-11,12,30314
2024-01-11,13,30185
2024-01-11,14,30315
2024-01-11,15,30958
2024-01-11,16,32442
2024-01-11,17,34532
2024-01-11,18,34611
2024-01-11,19,34250
2024-01-11,20,33652
2024-01-11,21,32425
2024-01-11,22,30632
2024-01-11,23,28947
2024-01-12,0,27986
2024-01-12,1,27345
2024-01-12,2,27118
2024-01-12,3,27275
2024-01-12,4,28123
2024-01-12,5,29934
2024-01-12,6,32568
2024-01-12,7,34261
2024-01-12,8,34268
2024-01-12,9,33586
2024-01-12,10,32876
2024-01-12,11,32399
2024-01-12,12,32151
2024-01-12,13,32109
2024-01-12,14,32104
2024-01-12,15,32521
2024-01-12,16,33601
2024-01-12,17,34761
2024-01-12,18,34184
2024-01-12,19,33185
2024-01-12,20,32227
2024-01-12,21,30921
2024-01-12,22,29372
2024-01-12,23,27688
2024-01-13,0,26122
2024-01-13,1,25084
2024-01-13,2,24499
2024-01-13,3,24168
2024-01-13,4,24178
2024-01-13,5,24890
2024-01-13,6,26125
2024-01-13,7,27558
2024-01-13,8,28935
2024-01-13,9,29988
2024-01-13,10,30136
2024-01-13,11,30392
2024-01-13,12,30555
2024-01-13,13,30684
2024-01-13,14,30927
2024-01-13,15,31600
2024-01-13,16,32734
2024-01-13,17,34405
2024-01-13,18,34588
2024-01-13,19,33936
2024-01-13,20,33422
2024-01-13,21,32673
2024-01-13,22,31510
2024-01-13,23,30169
2024-01-14,0,28834
2024-01-14,1,28073
2024-01-14,2,27691
2024-01-14,3,27663
2024-01-14,4,27990
2024-01-14,5,28737
2024-01-14,6,29782
2024-01-14,7,30593
2024-01-14,8,30878
2024-01-14,9,30672
2024-01-14,10,30496
2024-01-14,11,30465
2024-01-14,12,30677
2024-01-14,13,31060
2024-01-14,14,31979
2024-01-14,15,33530
2024-01-14,16,35478
2024-01-14,17,38525
2024-01-14,18,38838
2024-01-14,19,38674
2024-01-14,20,38075
2024-01-14,21,37027
2024-01-14,22,35431
2024-01-14,23,33894
2024-01-15,0,32313
2024-01-15,1,31822
2024-01-15,2,31712
2024-01-15,3,31968
2024-01-15,4,32771
2024-01-15,5,34877
2024-01-15,6,37795
2024-01-15,7,39553
2024-01-15,8,39385
2024-01-15,9,38956
2024-01-15,10,38349
2024-01-15,11,38023
2024-01-15,12,37861
2024-01-15,13,37736
2024-01-15,14,37722
2024-01-15,15,38267
2024-01-15,16,39653
2024-01-15,17,42023
2024-01-15,18,41917
2024-01-15,19,41029
2024-01-15,20,39696
2024-01-15,21,38144
2024-01-15,22,36054
2024-01-15,23,34088
2024-01-16,0,32640
2024-01-16,1,31942
2024-01-16,2,31718
2024-01-16,3,31831
2024-01-16,4,32592
2024-01-16,5,34715
2024-01-16,6,37922
2024-01-16,7,39695
2024-01-16,8,40166
2024-01-16,9,40151
2024-01-16,10,40033
2024-01-16,11,39842
2024-01-16,12,39636
2024-01-16,13,39470
2024-01-16,14,39411
2024-01-16,15,39770
2024-01-16,16,40858
2024-01-16,17,42620
2024-01-16,18,43068
2024-01-16,19,42452
2024-01-16,20,41043
2024-01-16,21,39757
2024-01-16,22,37906
2024-01-16,23,36002
2024-01-17,0,35595
2024-01-17,1,35162
2024-01-17,2,35078
2024-01-17,3,35403
2024-01-17,4,36701
2024-01-17,5,38886
2024-01-17,6,42293
2024-01-17,7,44163
2024-01-17,8,43374
2024-01-17,9,41464
2024-01-17,10,39854
2024-01-17,11,38753
2024-01-17,12,37981
2024-01-17,13,37660
2024-01-17,14,37740
2024-01-17,15,38530
2024-01-17,16,40349
2024-01-17,17,42536
2024-01-17,18,43101
2024-01-17,19,42566
2024-01-17,20,41891
2024-01-17,21,40575
2024-01-17,22,38684
2024-01-17,23,36665
2024-01-18,0,35717
2024-01-18,1,35152
2024-01-18,2,35014
2024-01-18,3,35325
2024-01-18,4,36311
2024-01-18,5,38417
2024-01-18,6,41300
2024-01-18,7,43148
2024-01-18,8,42284
2024-01-18,9,40791
2024-01-18,10,39496
2024-01-18,11,38290
2024-01-18,12,37490
2024-01-18,13,36890
2024-01-18,14,36415
2024-01-18,15,36680
2024-01-18,16,38272
2024-01-18,17,39984
2024-01-18,18,40686
2024-01-18,19,40198
2024-01-18,20,39377
2024-01-18,21,38012
2024-01-18,22,35813
2024-01-18,23,34045
2024-01-19,0,33032
2024-01-19,1,32333
2024-01-19,2,31935
2024-01-19,3,32016
2024-01-19,4,32680
2024-01-19,5,34586
2024-01-19,6,37147
2024-01-19,7,39503
2024-01-19,8,39900
2024-01-19,9,39665
2024-01-19,10,39440
2024-01-19,11,39092
2024-01-19,12,38668
2024-01-19,13,38343
2024-01-19,14,38110
2024-01-19,15,38046
2024-01-19,16,38790
2024-01-19,17,40229
2024-01-19,18,40408
2024-01-19,19,39885
2024-01-19,20,38923
2024-01-19,21,37994
2024-01-19,22,36491
2024-01-19,23,35319
2024-01-20,0,33807
2024-01-20,1,33205
2024-01-20,2,33063
2024-01-20,3,33175
2024-01-20,4,33692
2024-01-20,5,34910
2024-01-20,6,36477
2024-01-20,7,37923
2024-01-20,8,38886
2024-01-20,9,38998
2024-01-20,10,38874
2024-01-20,11,38664
2024-01-20,12,38446
2024-01-20,13,38161
2024-01-20,14,37996
2024-01-20,15,38362
2024-01-20,16,39285
2024-01-20,17,40824
2024-01-20,18,41481
2024-01-20,19,41245
2024-01-20,20,40568
2024-01-20,21,39634
2024-01-20,22,38438
2024-01-20,23,37085
2024-01-21,4,34854
2024-01-21,5,35361
2024-01-21,6,36331
2024-01-21,7,37648
2024-01-21,8,38707
2024-01-21,9,38469
2024-01-21,10,37683
2024-01-21,11,37174
2024-01-21,12,36657
2024-01-21,13,36109
2024-01-21,14,35926
2024-01-21,15,35951
2024-01-21,16,37210
2024-01-21,17,39275
2024-01-21,18,40563
2024-01-21,19,40643
2024-01-21,20,40239
2024-01-21,21,38945
2024-01-21,22,37278
2024-01-21,23,35739
2024-01-22,0,34914
2024-01-22,1,34592
2024-01-22,2,34556
2024-01-22,3,34967
2024-01-22,4,35921
2024-01-22,5,37937
2024-01-22,6,40443
2024-01-22,7,41927
2024-01-22,8,41486
2024-01-22,9,40037
2024-01-22,10,38794
2024-01-22,11,37703
2024-01-22,12,36884
2024-01-22,13,36395
2024-01-22,14,36240
2024-01-22,15,36516
2024-01-22,16,37421
2024-01-22,17,39131
2024-01-22,18,39892
2024-01-22,19,39573
2024-01-22,20,38776
2024-01-22,21,37374
2024-01-22,22,35467
2024-01-22,23,33716
2024-01-23,0,32146
2024-01-23,1,31514
2024-01-23,2,31225
2024-01-23,3,31176
2024-01-23,4,31940
2024-01-23,5,33705
2024-01-23,6,36379
2024-01-23,7,37915
2024-01-23,8,38084
2024-01-23,9,37704
2024-01-23,10,37139
2024-01-23,11,36686
2024-01-23,12,36315
2024-01-23,13,35935
2024-01-23,14,35519
2024-01-23,15,35498
2024-01-23,16,36079
2024-01-23,17,37637
2024-01-23,18,37613
2024-01-23,19,37142
2024-01-23,20,36316
2024-01-23,21,35014
2024-01-23,22,33098
2024-01-23,23,31519
2024-01-24,0,30217
2024-01-24,1,29384
2024-01-24,2,29019
2024-01-24,3,28986
2024-01-24,4,29501
2024-01-24,5,31318
2024-01-24,6,33892
2024-01-24,7,35606
2024-01-24,8,35918
2024-01-24,9,35788
2024-01-24,10,35498
2024-01-24,11,35355
2024-01-24,12,35227
2024-01-24,13,35147
2024-01-24,14,35014
2024-01-24,15,35102
2024-01-24,16,35818
2024-01-24,17,36932
2024-01-24,18,36419
2024-01-24,19,35681
2024-01-24,20,34792
2024-01-24,21,33469
2024-01-24,22,31496
2024-01-24,23,29683
2024-01-25,0,26743
2024-01-25,1,25767
2024-01-25,2,25287
2024-01-25,3,25087
2024-01-25,4,25655
2024-01-25,5,27359
2024-01-25,6,29587
2024-01-25,7,31097
2024-01-25,8,31814
2024-01-25,9,31910
2024-01-25,10,31953
2024-01-25,11,31905
2024-01-25,12,31788
2024-01-25,13,31703
2024-01-25,14,31586
2024-01-25,15,31708
2024-01-25,16,32324
2024-01-25,17,33303
2024-01-25,18,32804
2024-01-25,19,32134
2024-01-25,20,31300
2024-01-25,21,30012
2024-01-25,22,28322
2024-01-25,23,26534
2024-01-26,0,24914
2024-01-26,1,24049
2024-01-26,2,23609
2024-01-26,3,23531
2024-01-26,4,24047
2024-01-26,5,25442
2024-01-26,6,28049
2024-01-26,7,29678
2024-01-26,8,30355
2024-01-26,9,30131
2024-01-26,10,29850
2024-01-26,11,29589
2024-01-26,12,29357
2024-01-26,13,29274
2024-01-26,14,29278
2024-01-26,15,29524
2024-01-26,16,30502
2024-01-26,17,31651
2024-01-26,18,31230
2024-01-26,19,30603
2024-01-26,20,29801
2024-01-26,21,28740
2024-01-26,22,27309
2024-01-26,23,25847
2024-01-27,0,24259
2024-01-27,1,23460
2024-01-27,2,23024
2024-01-27,3,22881
2024-01-27,4,23222
2024-01-27,5,23934
2024-01-27,6,25086
2024-01-27,7,26279
2024-01-27,8,27404
2024-01-27,9,27876
2024-01-27,10,27996
2024-01-27,11,27710
2024-01-27,12,27356
2024-01-27,13,27216
2024-01-27,14,27222
2024-01-27,15,27565
2024-01-27,16,28626
2024-01-27,17,30007
2024-01-27,18,30387
2024-01-27,19,29852
2024-01-27,20,29152
2024-01-27,21,28160
2024-01-27,22,27051
2024-01-27,23,25810
2024-01-28,0,25235
2024-01-28,1,24494
2024-01-28,2,24068
2024-01-28,3,23969
2024-01-28,4,24265
2024-01-28,5,24832
2024-01-28,6,25796
2024-01-28,7,26941
2024-01-28,8,28294
2024-01-28,9,29481
2024-01-28,10,30419
2024-01-28,11,31115
2024-01-28,12,31675
2024-01-28,13,31934
2024-01-28,14,32091
2024-01-28,15,32348
2024-01-28,16,33173
2024-01-28,17,34457
2024-01-28,18,33965
2024-01-28,19,33140
2024-01-28,20,32381
2024-01-28,21,31211
2024-01-28,22,29692
2024-01-28,23,28088
2024-01-29,0,27139
2024-01-29,1,26502
2024-01-29,2,26198
2024-01-29,3,26323
2024-01-29,4,27077
2024-01-29,5,28962
2024-01-29,6,31655
2024-01-29,7,33509
2024-01-29,8,33949
2024-01-29,9,33810
2024-01-29,10,33652
2024-01-29,11,33488
2024-01-29,12,33314
2024-01-29,13,33195
2024-01-29,14,33096
2024-01-29,15,33484
2024-01-29,16,34613
2024-01-29,17,36344
2024-01-29,18,36516
2024-01-29,19,36016
2024-01-29,20,35253
2024-01-29,21,34018
2024-01-29,22,32135
2024-01-29,23,30486
2024-01-30,0,29624
2024-01-30,1,29051
2024-01-30,2,28855
2024-01-30,3,29051
2024-01-30,4,29651
2024-01-30,5,31632
2024-01-30,6,34588
2024-01-30,7,36324
2024-01-30,8,36022
2024-01-30,9,35260
2024-01-30,10,34594
2024-01-30,11,34065
2024-01-30,12,33688
2024-01-30,13,33429
2024-01-30,14,33399
2024-01-30,15,33838
2024-01-30,16,35102
2024-01-30,17,37038
2024-01-30,18,36939
2024-01-30,19,36412
2024-01-30,20,35608
2024-01-30,21,34355
2024-01-30,22,32452
2024-01-30,23,30692
2024-01-31,0,29355
2024-01-31,1,28585
2024-01-31,2,28263
2024-01-31,3,28262
2024-01-31,4,28857
2024-01-31,5,30675
2024-01-31,6,33424
2024-01-31,7,35111
2024-01-31,8,35324
2024-01-31,9,34991
2024-01-31,10,34493
2024-01-31,11,34097
2024-01-31,12,33758
2024-01-31,13,33555
2024-01-31,14,33413
2024-01-31,15,33553
2024-01-31,16,34374
2024-01-31,17,35933
2024-01-31,18,35905
2024-01-31,19,35336
2024-01-31,20,34545
2024-01-31,21,33239
2024-01-31,22,31471
2024-01-31,23,29661
2024-02-01,0,28796
2024-02-01,1,28217
2024-02-01,2,28066
2024-02-01,3,28215
2024-02-01,4,29180
2024-02-01,5,30989
2024-02-01,6,33758
2024-02-01,7,35295
2024-02-01,8,34972
2024-02-01,9,33831
2024-02-01,10,32798
2024-02-01,11,31971
2024-02-01,12,31351
2024-02-01,13,30971
2024-02-01,14,30848
2024-02-01,15,31128
2024-02-01,16,32265
2024-02-01,17,33633
2024-02-01,18,33925
2024-02-01,19,33678
2024-02-01,20,33033
2024-02-01,21,31815
2024-02-01,22,30109
2024-02-01,23,28414
2024-02-02,0,27528
2024-02-02,1,26823
2024-02-02,2,26527
2024-02-02,3,26620
2024-02-02,4,27141
2024-02-02,5,28953
2024-02-02,6,31729
2024-02-02,7,33666
2024-02-02,8,33605
2024-02-02,9,33126
2024-02-02,10,32676
2024-02-02,11,32196
2024-02-02,12,31802
2024-02-02,13,31596
2024-02-02,14,31501
2024-02-02,15,31852
2024-02-02,16,32903
2024-02-02,17,34582
2024-02-02,18,34564
2024-02-02,19,33989
2024-02-02,20,33103
2024-02-02,21,32082
2024-02-02,22,30664
2024-02-02,23,29250
2024-02-03,0,28121
2024-02-03,1,27471
2024-02-03,2,27176
2024-02-03,3,27205
2024-02-03,4,27519
2024-02-03,5,28434
2024-02-03,6,29702
2024-02-03,7,30791
2024-02-03,8,31258
2024-02-03,9,30993
2024-02-03,10,30156
2024-02-03,11,29425
2024-02-03,12,28845
2024-02-03,13,28434
2024-02-03,14,28359
2024-02-03,15,28773
2024-02-03,16,29931
2024-02-03,17,31584
2024-02-03,18,32297
2024-02-03,19,32284
2024-02-03,20,31965
2024-02-03,21,31272
2024-02-03,22,30164
2024-02-03,23,28909
2024-02-04,0,28235
2024-02-04,1,27722
2024-02-04,2,27472
2024-02-04,3,27532
2024-02-04,4,27930
2024-02-04,5,28698
2024-02-04,6,29735
2024-02-04,7,30521
2024-02-04,8,30512
2024-02-04,9,29567
2024-02-04,10,28452
2024-02-04,11,27660
2024-02-04,12,27177
2024-02-04,13,26938
2024-02-04,14,26956
2024-02-04,15,27349
2024-02-04,16,28857
2024-02-04,17,31083
2024-02-04,18,32130
2024-02-04,19,32436
2024-02-04,20,32304
2024-02-04,21,31477
2024-02-04,22,30227
2024-02-04,23,28882
2024-02-05,0,28120
2024-02-05,1,27694
2024-02-05,2,27639
2024-02-05,3,28067
2024-02-05,4,29164
2024-02-05,5,31261
2024-02-05,6,34392
2024-02-05,7,35880
2024-02-05,8,34939
2024-02-05,9,33305
2024-02-05,10,31829
2024-02-05,11,30731
2024-02-05,12,30124
2024-02-05,13,29888
2024-02-05,14,29843
2024-02-05,15,30279
2024-02-05,16,31700
2024-02-05,17,34189
2024-02-05,18,34867
2024-02-05,19,34844
2024-02-05,20,34404
2024-02-05,21,33274
2024-02-05,22,31638
2024-02-05,23,30081
2024-02-06,0,29468
2024-02-06,1,29086
2024-02-06,2,29010
2024-02-06,3,29311
2024-02-06,4,30295
2024-02-06,5,32579
2024-02-06,6,35601
2024-02-06,7,37258
2024-02-06,8,36195
2024-02-06,9,34374
2024-02-06,10,32966
2024-02-06,11,31968
2024-02-06,12,31357
2024-02-06,13,31018
2024-02-06,14,30897
2024-02-06,15,31257
2024-02-06,16,32499
2024-02-06,17,34929
2024-02-06,18,36137
2024-02-06,19,36055
2024-02-06,20,35548
2024-02-06,21,34477
2024-02-06,22,32639
2024-02-06,23,31068
2024-02-07,0,30371
2024-02-07,1,29925
2024-02-07,2,29763
2024-02-07,3,30033
2024-02-07,4,30947
2024-02-07,5,32886
2024-02-07,6,35787
2024-02-07,7,37180
2024-02-07,8,35897
2024-02-07,9,33817
2024-02-07,10,31921
2024-02-07,11,30401
2024-02-07,12,29527
2024-02-07,13,29088
2024-02-07,14,29003
2024-02-07,15,29511
2024-02-07,16,30974
2024-02-07,17,33642
2024-02-07,18,34741
2024-02-07,19,34710
2024-02-07,20,34273
2024-02-07,21,33203
2024-02-07,22,31513
2024-02-07,23,29954
2024-02-08,0,29285
2024-02-08,1,28748
2024-02-08,2,28690
2024-02-08,3,28970
2024-02-08,4,29890
2024-02-08,5,32044
2024-02-08,6,35046
2024-02-08,7,36502
2024-02-08,8,35475
2024-02-08,9,33693
2024-02-08,10,31548
2024-02-08,11,30251
2024-02-08,12,29425
2024-02-08,13,29018
2024-02-08,14,28932
2024-02-08,15,29374
2024-02-08,16,30691
2024-02-08,17,32767
2024-02-08,18,33525
2024-02-08,19,33414
2024-02-08,20,32823
2024-02-08,21,31781
2024-02-08,22,30006
2024-02-08,23,28501
2024-02-09,0,27343
2024-02-09,1,26872
2024-02-09,2,26649
2024-02-09,3,26845
2024-02-09,4,27441
2024-02-09,5,29312
2024-02-09,6,32045
2024-02-09,7,33486
2024-02-09,8,32731
2024-02-09,9,31383
2024-02-09,10,30008
2024-02-09,11,29032
2024-02-09,12,28307
2024-02-09,13,28032
2024-02-09,14,27947
2024-02-09,15,28248
2024-02-09,16,29174
2024-02-09,17,30629
2024-02-09,18,31039
2024-02-09,19,30837
2024-02-09,20,30342
2024-02-09,21,29508
2024-02-09,22,28112
2024-02-09,23,26605
2024-02-10,0,25356
2024-02-10,1,24608
2024-02-10,2,24171
2024-02-10,3,24048
2024-02-10,4,24316
2024-02-10,5,25055
2024-02-10,6,26249
2024-02-10,7,27242
2024-02-10,8,27725
2024-02-10,9,27524
2024-02-10,10,27056
2024-02-10,11,26521
2024-02-10,12,26037
2024-02-10,13,25692
2024-02-10,14,25594
2024-02-10,15,25888
2024-02-10,16,26906
2024-02-10,17,28222
2024-02-10,18,28652
2024-02-10,19,28413
2024-02-10,20,27971
2024-02-10,21,27190
2024-02-10,22,26084
2024-02-10,23,24876
2024-02-11,0,23847
2024-02-11,1,23065
2024-02-11,2,22612
2024-02-11,3,22413
2024-02-11,4,22596
2024-02-11,5,23185
2024-02-11,6,24213
2024-02-11,7,25396
2024-02-11,8,26331
2024-02-11,9,26814
2024-02-11,10,27118
2024-02-11,11,27169
2024-02-11,12,27150
2024-02-11,13,27107
2024-02-11,14,27228
2024-02-11,15,27583
2024-02-11,16,28824
2024-02-11,17,30551
2024-02-11,18,31175
2024-02-11,19,30292
2024-02-11,20,30008
2024-02-11,21,29243
2024-02-11,22,27923
2024-02-11,23,26756
2024-02-12,0,25241
2024-02-12,1,24683
2024-02-12,2,24539
2024-02-12,3,24718
2024-02-12,4,25534
2024-02-12,5,27502
2024-02-12,6,30428
2024-02-12,7,32621
2024-02-12,8,32266
2024-02-12,9,31279
2024-02-12,10,30408
2024-02-12,11,29699
2024-02-12,12,29176
2024-02-12,13,29098
2024-02-12,14,29099
2024-02-12,15,29494
2024-02-12,16,30745
2024-02-12,17,32751
2024-02-12,18,33277
2024-02-12,19,33009
2024-02-12,20,32203
2024-02-12,21,30939
2024-02-12,22,29193
2024-02-12,23,27555
2024-02-13,0,26710
2024-02-13,1,26129
2024-02-13,2,25849
2024-02-13,3,26004
2024-02-13,4,26825
2024-02-13,5,28747
2024-02-13,6,31708
2024-02-13,7,33637
2024-02-13,8,33934
2024-02-13,9,33727
2024-02-13,10,33506
2024-02-13,11,32988
2024-02-13,12,32589
2024-02-13,13,32320
2024-02-13,14,32195
2024-02-13,15,32352
2024-02-13,16,33070
2024-02-13,17,34769
2024-02-13,18,35649
2024-02-13,19,35318
2024-02-13,20,34497
2024-02-13,21,33402
2024-02-13,22,31721
2024-02-13,23,30119
2024-02-14,0,29524
2024-02-14,1,28983
2024-02-14,2,28752
2024-02-14,3,28905
2024-02-14,4,29466
2024-02-14,5,31391
2024-02-14,6,34474
2024-02-14,7,36851
2024-02-14,8,36262
2024-02-14,9,34964
2024-02-14,10,33515
2024-02-14,11,32494
2024-02-14,12,31871
2024-02-14,13,31549
2024-02-14,14,31516
2024-02-14,15,32170
2024-02-14,16,33287
2024-02-14,17,35503
2024-02-14,18,36898
2024-02-14,19,37072
2024-02-14,20,36658
2024-02-14,21,35584
2024-02-14,22,33912
2024-02-14,23,32373
2024-02-15,0,31624
2024-02-15,1,31124
2024-02-15,2,30982
2024-02-15,3,31188
2024-02-15,4,31818
2024-02-15,5,33718
2024-02-15,6,36961
2024-02-15,7,38662
2024-02-15,8,37666
2024-02-15,9,36085
2024-02-15,10,34311
2024-02-15,11,33056
2024-02-15,12,32256
2024-02-15,13,31868
2024-02-15,14,31684
2024-02-15,15,31904
2024-02-15,16,32952
2024-02-15,17,34525
